"Exercício";"Programa";"Objetivo";"Objetivo Específico";"Entrega";"Enunciado";"Descrição";"Órgão";"Unidade Responsável";"Projeto de Investimento";"Data de Início";"Data de Término";"Valor Total";"Execução Física Acumulada";"Meta da Execução Física";"Concluída";
2025;"2324";"1311";"0212";"1759";"Apoio ao desenvolvimento de produtos e processos inovadores em micro e pequenas empresas";"A entrega consiste no apoio a projetos de inovação tecnológica desenvolvidos por micro e pequenas empresas, no âmbito do Programa Tecnova. A iniciativa tem como objetivo oferecer financiamento por meio de recursos de subvenção econômica. O programa busca fortalecer os ecossistemas de inovação regionais, atuando em parceria com agentes estaduais, de forma a atender às demandas específicas de cada território, valorizando as vocações locais e promovendo a interiorização das ações de fomento.";"24000 - Ministério da Ciência, Tecnologia e Inovação";"Secretaria de Desenvolvimento Tecnológico e Inovação (SETEC/MCTI) e Financiadora de Estudos e Projetos (FINEP)";"Não";;;;;;"Não";
2025;"2324";"1311";"0212";"1762";"Ampliação da atividade de PD&I nas empresas e incentivo à incorporação de pesquisadores";"Nos últimos anos, se tem observado uma crescente ampliação da atividade de Pesquisa, Desenvolvimento e Inovação (PD&I) nas empresas, impulsionada por uma série de fatores que tornaram a inovação uma peça-chave para a competitividade e sustentabilidade dos negócios. Essa tendência tem se mostrado uma poderosa alavanca para o progresso tecnológico e o avanço econômico em diferentes setores da indústria. Além disso, muitas empresas têm percebido que a PD&I é fundamental para enfrentar os desafios sociais e ambientais. Com o aumento da preocupação com a sustentabilidade e a responsabilidade corporativa, a inovação pode desempenhar um papel importante na criação de soluções que minimizem o impacto ambiental e promovam a inclusão social. O incentivo governamental tem desempenhado um papel importante nesse cenário. Muitos países têm implementado políticas de fomento à inovação, oferecendo incentivos fiscais, subsídios e programas de financiamento específicos para projetos de PD&I nas empresas. Essas iniciativas contribuem para atrair investimentos e estimular a criação de um ambiente propício à inovação. Em resumo, a ampliação da atividade de PD&I nas empresas é um indicativo do reconhecimento da importância da inovação como motor de crescimento e sustentabilidade. O comprometimento com a pesquisa e o desenvolvimento de novas tecnologias impulsiona a competitividade, promove a solução de desafios sociais e ambientais e contribui para a construção de um futuro mais próspero e inovador.";"24000 - Ministério da Ciência, Tecnologia e Inovação";"CNPq";"Não";;;;;;"Não";
2025;"2324";"1311";"0212";"1994";"Incentivo ao aumento na representatividade feminina no cenário empreendedor nacional";"Aumento no estímulo à representatividade feminina no cenário empreendedor nacional, por meio da capacitação e do reconhecimento de empreendimentos que possam favorecer o incremento da competitividade brasileira.";"24000 - Ministério da Ciência, Tecnologia e Inovação";"MCTI/Finep";"Não";;;;;;"Não";
2025;"3105";"1297";"0113";"0580";"Elaboração de estudos de adaptação e de mitigação às mudanças do clima pelos portos organizados";"Realização de estudos voltados à inclusão do tema resiliência climática do setor portuário na agenda das autoridades públicas brasileiras, para permitir a consecução de políticas públicas nacionais sobre a adaptação da mudança do clima no setor portuário, além de permitir uma regulação e fiscalização mais focalizadas.";"68000 - Ministério de Portos e Aeroportos";"Secretaria Nacional de Portos e Transportes Aquaviários";"Não";;;;;;"";
2025;"3105";"1297";"0113";"2438";"Modernização do Sistema Porto Sem Papel (PSP 2.0) e implantação da Janela Única Aquaviária - JUA";"Modernização do Sistema Porto Sem Papel (PSP 2.0) e implantação da Janela Única Aquaviária (JUA)";"68000 - Ministério de Portos e Aeroportos";"Secretaria Nacional de Portos e Transportes Aquaviários";"Sim";01/01/2023;31/12/2027;72.000.000,00;0,00;100,00;"";
2025;"3105";"1297";"0113";"2443";"Rio Grande/RS: Implantação do sistema de gerenciamento do tráfego de navios";"Implantação do Sistema de Monitoramento de Tráfego de Navios (Vessel Traffic Management Information System - VTMIS) - Porto de Rio Grande";"68000 - Ministério de Portos e Aeroportos";"Secretaria Nacional de Portos e Transportes Aquaviários";"Sim";30/07/2023;31/12/2027;16.800.000,00;0,00;100,00;"Não";
2025;"3105";"1297";"0113";"2441";"Rio de Janeiro/RJ: Instalação de sistema de gerenciamento do tráfego de navios";"Sistema de Gerenciamento e Informação do Tráfego de Embarcações (Vessel Traffic Management Information System - VTMIS) dos Portos do Rio de Janeiro/Niterói";"68000 - Ministério de Portos e Aeroportos";"Secretaria Nacional de Portos e Transportes Aquaviários";"Sim";30/12/2024;31/12/2026;50.000.000,00;0,00;100,00;"";
2025;"3105";"1297";"0113";"0465";"Implementação de novas funcionalidades no PSP";"Implementação de novas funcionalidades no Sistema Porto Sem Papel, com vistas à facilitação dos usuários, melhoria da eficiência portuária e integração à Janela Única Aquaviária.";"68000 - Ministério de Portos e Aeroportos";"Secretaria Nacional de Portos e Transportes Aquaviários";"Não";;;;;;"";
2025;"3105";"1297";"0113";"0467";"Implantação do PSP em 18 TUPs da Região Norte";"Implantação do Sistema Porto Sem Papel nos terminais de uso privado da região norte, promovendo a eficiência dos portos e terminais na emissão de anuências dos intervenientes federais, auxiliando no controle e monitoramento portuário.";"68000 - Ministério de Portos e Aeroportos";"Secretaria Nacional de Portos e Transportes Aquaviários";"Não";;;;;;"";
2025;"3105";"1297";"0113";"0579";"Implantação do Port Community System (PCS) nos portos organizados";"Implantação de plataforma eletrônica que reúne e integra as informações e sistemas dos envolvidos com o comércio marítimo: importadores, exportadores, portos, órgãos fiscalizadores, agentes marítimos, armadores, operador e terminais portuários, Autoridade Portuária, entre outros, com vistas a promover a redução do tempo e o custo das operações de importação e exportação e com isso melhorar a eficiência dos portos e dessas operações.";"68000 - Ministério de Portos e Aeroportos";"Secretaria Nacional de Portos e Transportes Aquaviários";"Não";;;;;;"";
2025;"3105";"1297";"0113";"2415";"Natal/RN: Implantação de Energia Solar";"Implantação de Energia Solar - Porto de Natal";"68000 - Ministério de Portos e Aeroportos";"Secretaria Nacional de Portos e Transportes Aquaviários";"Sim";10/04/2024;31/12/2026;5.000.000,00;0,00;100,00;"";
2025;"3105";"1297";"0113";"2444";"Santos/SP: Implantação do sistema de gerenciamento do tráfego de navios";"Implantação do Sistema de Monitoramento de Tráfego de Navios (Vessel Traffic Management Information System - VTMIS) no Porto de Santos";"68000 - Ministério de Portos e Aeroportos";"Secretaria Nacional de Portos e Transportes Aquaviários";"Sim";01/12/2023;31/12/2030;172.000.000,00;0,00;45,00;"";
2025;"3105";"1297";"0113";"2445";"Estudos para descarbonizar os portos brasileiros";"Estudo das potencialidades dos portos brasileiros para descarbonização, infraestruturas verdes e corredores verdes";"68000 - Ministério de Portos e Aeroportos";"Secretaria Nacional de Portos e Transportes Aquaviários";"Não";;;;;;"Sim";
2025;"3105";"1297";"0113";"2440";"Itaguaí/RJ: Instalação do sistema de gerenciamento do tráfego de navios";"Sistema de Gerenciamento e Informação do Tráfego de Embarcações (Vessel Traffic Management Information System - VTMIS) do Porto de Itaguaí";"68000 - Ministério de Portos e Aeroportos";"Secretaria Nacional de Portos e Transportes Aquaviários";"Sim";30/12/2024;31/12/2026;40.000.000,00;0,00;100,00;"";
2025;"3105";"1297";"0113";"2433";"Itaqui/MA: Instalação do sistema de gerenciamento do tráfego de navios";"Instalação de sistema VTMIS";"68000 - Ministério de Portos e Aeroportos";"Secretaria Nacional de Portos e Transportes Aquaviários";"Sim";10/04/2024;31/12/2026;36.385.337,03;0,00;100,00;"";
2025;"1189";"1319";"0271";"0643";"Levantamento ocupacional de unidades de conservação para viabilizar acesso a políticas públicas, adequar o uso dos recursos naturais e subsidiar outras ações de gestão.";"Levantamento ocupacional (de aspectos socioeconômicos, informação espacial, identificação ou caracterização familiar e documentação), total ou parcial, de unidades de conservação especialmente de posse e domínio públicos a fim de orientar a regularização fundiária, instrumentos de gestão para viabilizar o acesso a politicas publicas, a compatibilização de direitos e o regime de transição.";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"DISAT/ICMBIO";"Não";;;;;;"";
2025;"1189";"1319";"0271";"0646";"Créditos florestais de origem duvidosa ou com inconsistências na origem retirados dos sistemas federais de controle.";"Por meio dos Painéis Analíticos da Produção Madeireira, será possível realizar auditagens nos dados dos sistemas Sinaflor e DOF referentes às declarações de corte (Traçamento e registro de exploração) informadas pelos usuários detentores de Autorizações de Exploração (AUTEX).";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"DBFLO/IBAMA";"Não";;;;;;"";
2025;"1189";"1319";"0271";"0640";"Conjunto de dados e informações do 1º ciclo de coleta de dados do Inventário Florestal Nacional disponibilizados para a sociedade.";"Conjunto de dados e informações do 1º ciclo de coleta de dados do Inventário Florestal Nacional disponibilizados para a sociedade, bem com a disponibilização dos dados do inventário em formato aberto.";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"CGIF/DFF/SFB/MMA";"Não";;;;;;"";
2025;"5837";"1325";"0307";"1578";"Produção e divulgação de materiais informativos sobre Direitos Humanos, relacionados aos públicos atendidos pelo Ministério dos Direitos Humanos e da Cidadania";"Produção e divulgação de materiais informativos sobre Direitos Humanos, relacionados aos públicos atendidos pelo Ministério dos Direitos Humanos e da Cidadania";"81000 - Ministério dos Direitos Humanos e da Cidadania";"Secretaria-Executiva";"Não";;;;;;"";
2025;"5837";"1325";"0307";"1577";"Ampliação de informações e indicadores de Direitos Humanos produzidos e disponibilizados para a sociedade pelo ObservaDH";"Ampliação de indicadores produzidos e disponibilizados para a sociedade pelo ObservaDH";"81000 - Ministério dos Direitos Humanos e da Cidadania";"Secretaria-Executiva";"Não";;;;;;"";
2025;"2316";"1326";"0308";"0714";"Ampliação da presença diplomática e consular do Brasil no exterior";"Ampliar a presença diplomática e consular do Brasil por meio da abertura de postos (embaixadas e consulados) em localidades que apresentem relevância para a política externa e para a assistência a brasileiras e brasileiros no exterior.";"35000 - Ministério das Relações Exteriores";"SGAD";"Não";;;;;;"";
