Exercício;"Código Agenda";"Programa";"Objetivo";"Objetivo Específico";"Medida Institucional Normativa";"Enunciado";"Descrição";"Órgão Responsável";"Unidade Responsável";"Resultados Esperados";"Prioritária";"PAC";
2024;15;"2801";"1333";"0390";"06D9";"Lançamento e implementação do Plano de Neutralidade de Carbono para a Indústria.";"O Plano de Neutralidade de Carbono para a Indústria apresentará as curvas de emissões de gases de efeito estufa para auxiliar a proposição de metas para o setor industrial na definição da estratégia de implementação da NDC, identificará para a indústria de base as necessidades subsetoriais (aço, cimento, químico etc.) por exemplo: adoção de novas tecnologias e investimentos necessários, estimará o custo para a Descarbonização, e apresentará alternativas para financiamento.";"28000";"'Secretaria de Economia Verde, Descarbonização e Bioindústria - SEV";"A implementação do plano de neutralidade climática permitirá que a indústria nacional se torne ainda mais sustentável e auxiliará no cumprimento das metas climáticas brasileiras.";"Não";"";
2024;15;"2801";"1333";"0390";"084A";"Negociação das regras de ABS internacionais e regionais a partir do interesse nacional determinado pela Lei 13.123 de 20 de maio de 2015. ";"Medida institucional e normativa que disciplina o uso de Patrimonio Genético e de conhecimentos tradicionais a ele associados em PD&I, na produção industrial e no comércio em âmbito internacional, disciplina as regras de Acesso e Repartição de Benefícios (royalties conhecidos na sigla em inglês por ABS) em âmbito. multilateral (na CDB), regional (OTCA, MERCOSUL, BRICS e BIC) e acordos bilaterais com países estratégicos.";"28000";"Secretaria de Economia Verde, Descarbonização e Bioindústria - SEV";"A criação de marcos regulatórios harmonizados em blocos de páises que tenham interesse convergentes ao do Brasil é de suma importância para garantir que o marco regulatório multilateral da CDB e do Protocolo de Nagóia sejam compatíveis com o interesse nacional. Nesse sentido é importante que a SEV atue de forma consistente para garantir a inclusão e o tratamento das regas de ABS sobre utilização de PG e CTA nos grupos de trabalho dos blocos regionais mais estratégicos para esse fim: BRICS, OTCA, MERCOSUL e BIC. A harmonização dessas regras a partir da adoção de conceitos e padrões já consolidados na Lei brasileira trará maior segurança jurídica e competitividade para as empresas brasileiras e estrangeiras que atuam no território nacional.";"Não";"";
2024;15;"2801";"1333";"0390";"06E2";"Publicação de atos normativos infralegais relativos ao Sistema Brasileiros de Comércio de Emissões (SBCE).";"Regulação do Mercado de Carbono";"28000";"Secretaria de Economia Verde, Descarbonização e Bioindústria - SEV";"Após a aprovação do projeto de lei do mercado de carbono, nos próximos quatro anos deverão ser aprovados estatutos regulatórios infralegais e deverão ser implementados o órgão regulador e sistemas informatizados para o efetivo funcionamento do mercado.";"Não";"Sim";
2024;15;"2801";"1333";"0390";"06E8";"Recriação do Comitê Técnico da Indústria de Baixo carbono (CTIBC) pelo Decreto nº 11.547, de 5 de junho de 2023.";"O Comitê Técnico da Indústria de Baixo Carbono tem caráter consultivo e destina-se a promover a articulação dos órgãos e das entidades, públicas e privadas, para implementar, monitorar e revisar políticas públicas, iniciativas e projetos que estimulem a transição para a economia de baixo carbono no setor industrial do País.";"28000";"Secretaria de Economia Verde, Descarbonização e Bioindústria - SEV";"O CTIBC, reformulado pelo Decreto 11547/2023, será instância fundamental de governança público-privada, nos próximos quatro anos, para a implementação do Plano de Neutralidade Climática Industrial e para fornecer subsídios para o Sistema Brasileiro de Comércio de Emissões.";"Não";"";
2024;15;"2801";"1333";"0390";"06E1";"Transição Energética: (i) aprovação de marco legal que disciplina a outorga de autorizações para aproveitamento de potencial energético offshore, e (ii) do marco legal que disciplina a inserção do hidrogênio de baixo carbono como fonte de energia no Brasil, e estabelece parâmetros de incentivo ao uso do hidrogênio sustentável.";"Regulação sobre instalação offshore e produção visando o incentivo ao uso do hidrogênio sustentável. Objetivo: exploração e desenvolvimento da geração de energia a partir de fontes de instalação offshore, assim consideradas as localizadas em área do Mar Territorial, da Plataforma Continental, da Zona Econômica Exclusiva (ZEE) ou de outros corpos de água sob domínio da União e incentivo ao uso do hidrogênio sustentável.";"28000";"Secretaria de Economia Verde, Descarbonização e Bioindústria - SEV";"Após a aprovação dos projetos de lei do hidrogênio verde e das eólicas offshore, nos próximos quatro anos deverão ser aprovados estatutos regulatórios infralegais e políticas públicas para o adensamento das cadeias produtivas de apoio às energias renováveis.";"Sim";"Sim";
2024;15;"2801";"1333";"0427";"0747";"Articulação, coordenação, elaboração e implementação da política industrial brasileira";"O objetivo é desenhar e implementar a política industrial como política de Estado e não de um único ministério, que seja de longo prazo, para propiciar o desenvolvimento industrial do país, em articulação com as partes interessadas.";"28000";"Secretaria Executiva do Conselho Nacional de Desenvolvimento Industrial - SE-CNDI";"Trata-se de uma política explícita para 10 anos, com ações de curto e médio prazos, cujo primeiro enunciado estará pronto ao final de 2023. Nos anos de 2024 a 2027 serão implementadas os programas e ações delineados para cada uma das missões escolhidas, com a utilização de diferentes instrumentos e rotas tecnológicas. As metas estão sendo estabelecidas para atingimento em 2033, portanto os resultados para os anos de vigência do PPA serão parciais. Um primeiro resultado é a articulação intragovernamental das ações de desenvolvimento industrial que hoje estão dispersas nos ministérios e agências. Serão apresentados resultados parciais para as seguintes missões, as quais endereçam soluções para os principais desafios da sociedade brasielira: I- cadeias agroindustriais sustentáveis e digitais para a segurança alimentar e nutricional, II- complexo econômico industrial da saúde resiliente para reduzir a vulnerabilidade do SUS e ampliar o acesso à saúde, III- infraestrutura, saneamento, moradia e mobilidade sustentáveis para a integração produtiva e o bem-estar nas cidades, IV- transformação digital da indústria para ampliar a produtividade, V- descarbonização, transição energética e bioeconomia para garantir os recursos para as futuras gerações, VI- tecnologias de interesse para a soberania e a defesa nacionais. Obs. As missões de dois grupos de trabalho foram reunidas em uma só.";"Sim";"Sim";
2024;15;"2801";"1333";"0427";"0748";"Monitoramento e avaliação da Política Industrial Brasileira";"O objetivo é reunir informações e dados para acompanhar a implementação e avaliar resultados da política de desenvolvimento industrial, de modo a aperfeiçoá-la";"28000";"'Secretaria Executiva do Conselho Nacional de Desenvolvimento Industrial - SE-CNDI";"Metodologia de acompanhamento e avaliação estabelecida, indicadores escolhidos e construídos, ações de curto prazo avaliadas, relatórios anuais de monitoramento elaborados, ajustes da política industrial identificados como necessários realizados.";"Não";"";
2024;15;"2801";"1333";"0427";"0749";"revisão e implementação do plano nacional de fertilizantes";"Coordenação da revisão e implementação do plano nacional de fertilizantes";"28000";"Ministério do Desenvolvimento, Indústria, Comércio e Serviços - MDIC";"redução da dependência externa de fertilizantes e maior resiliência do setor agrícola.";"Sim";"";
2024;15;"2801";"1333";"0471";"076F";"Aprovação da Estratégia Nacional de Infraestrutura da Qualidade (ENIQ) e do 1o Plano de Ação da ENIQ";"O Comitê Técnico de Assessoramento ad hoc de Infraestrutura da Qualidade (CTIQ) irá elaborar e apresentar para aprovação, através de Resolução do Conselho de Metrologia, Normalização e Qualidade Industrial (Conmetro), as propostas da Estratégia Nacional de Infraestrutura da Qualidade e do 1° Plano de Ação. A ENIQ deverá ainda ser publicada através de Decreto.";"28000";"Secretaria de Competitividade e Política Regulatória - SCPR";"A Infraestrutura da Qualidade é um tema que, embora se faça presente no cotidiano das empresas e das pessoas, nem sempre se sabe a importância que a reveste ou mesmo a amplitude desse conceito. Passou-se a utilizar o termo ?Sistema de Infraestrutura da Qualidade? para designar um sistema que engloba políticas, instituições, marcos legais e regulatórios, e atividades, com a finalidade de dar apoio e incrementar a qualidade e a segurança de produtos, serviços e processos, bem como a proteção ao meio ambiente. Entre outros objetivos, a Estratégia Nacional de Infraestrutura da Qualidade deve orientar e coordenar as ações dos diversos agentes envolvidos com tema, desde os órgãos governamentais até as empresas e a sociedade civil, e garantir que a infraestrutura da qualidade seja uma ferramenta estratégica, de caráter transversal, que apoie e atue de forma sinérgica com as políticas voltadas para a indústria, inovação, economia verde, comércio exterior e micro e pequenas empresas, entre outras, visando a promoção da qualidade e da competitividade dos produtos e serviços nacionais. Para elaboração da ENIQ é necessário identificar os principais desafios e gargalos existentes no país, como a falta de normas técnicas e regulamentos adequados, a deficiência na fiscalização e monitoramento de produtos e serviços, a falta de capacitação técnica e gerencial nas empresas, a proporcionalidade dos procedimentos de conformidade, a estrutura de governança, entre outros. A ENIQ contemplará o horizonte de 10 anos, com Planos de Ação Bienais, conferindo um olhar estratégico, sistêmico, integrado e coordenado aos diversos componentes da Infraestrutura da Qualidade. O processo de formulação deverá contar com a participação de todos os envolvidos com o tema, além de ampla participação social por meio de Tomada Pública de Subsídios e Consulta Pública.";"Não";"";
2024;15;"2801";"1333";"0471";"08B1";"Implementação da Estratégia Nacional de Infraestrutura da Qualidade (ENIQ)";"O Comitê Técnico de Assessoramento ad hoc de Infraestrutura da Qualidade (CTIQ) irá elaborar e apresentar para aprovação, através de Resolução do Conselho de Metrologia, Normalização e Qualidade Industrial (Conmetro), as propostas da Estratégia Nacional de Infraestrutura da Qualidade e do 1° Plano de Ação. A ENIQ deverá ainda ser publicada através de Decreto.";"28000";"Secretaria de Competitividade e Política Regulatória - SCPR/MDIC";"A Infraestrutura da Qualidade é um tema que, embora se faça presente no cotidiano das empresas e das pessoas, nem sempre se sabe a importância que a reveste ou mesmo a amplitude desse conceito. Passou-se a utilizar o termo ?Sistema de Infraestrutura da Qualidade? para designar um sistema que engloba políticas, instituições, marcos legais e regulatórios, e atividades, com a finalidade de dar apoio e incrementar a qualidade e a segurança de produtos, serviços e processos, bem como a proteção ao meio ambiente. Entre outros objetivos, a Estratégia Nacional de Infraestrutura da Qualidade deve orientar e coordenar as ações dos diversos agentes envolvidos com tema, desde os órgãos governamentais até as empresas e a sociedade civil, e garantir que a infraestrutura da qualidade seja uma ferramenta estratégica, de caráter transversal, que apoie e atue de forma sinérgica com as políticas voltadas para a indústria, inovação, economia verde, comércio exterior e micro e pequenas empresas, entre outras, visando a promoção da qualidade e da competitividade dos produtos e serviços nacionais.";"Não";"";
