"Exercício";"Programa";"Objetivo";"Objetivo Específico";"Enunciado";"Descrição";"Órgão";
2024;"2324";"1311";"0524";"Fomentar a transformação digital, a capacitação digital, a estruturação e a expansão da utilização de TICs nos complexos industriais estratégicos para o desenvolvimento nacional";"A Lei das TICs (Lei no 8.248, de 1991) é um importante instrumento de política pública que visa a ampliação das competências das indústrias de TICs instaladas no País, por meio da realização de investimentos em PD&I e do cumprimento do processo produtivo básico de produtos incentivados, indo ao encontro da transformação digital no país.";"24000 - Ministério da Ciência, Tecnologia e Inovação";
2024;"2324";"1311";"0547";"Fomentar o desenvolvimento e a autonomia na produção de semicondutores, com ênfase na redução da dependência externa tecnológica e na redução do desequilíbrio da balança comercial, visando o fortalecimento da capacidade tecnológica nacional, mediante investimentos em pesquisa, infraestrutura e formação de profissionais qualificados.";"Fomentar o desenvolvimento e a autonomia na produção de semicondutores, com ênfase na redução da dependência externa tecnológica e na redução do desequilíbrio da balança comercial, visando o fortalecimento da capacidade tecnológica nacional, mediante investimentos em pesquisa, infraestrutura e formação de profissionais qualificados.";"24000 - Ministério da Ciência, Tecnologia e Inovação";
2024;"5125";"1312";"0177";"Ampliar a prática leitora e o repertório criativo da população";"Ampliar a prática leitora e o repertório criativo da população. Este objetivo específico é voltado temáticas relativas à leitura e à formação de leitores.";"42000 - Ministério da Cultura";
2024;"5125";"1312";"0508";"Fortalecer os meios de produção, fruição e consumo das cadeias e redes produtivas da economia criativa";"Fortalecer os meios de produção, fruição e consumo das cadeias e redes produtivas da economia criativa. Este objetivo específico é voltado a temáticas concernentes à relação entre a economia e a cultura. Unidades com Entregas planejadas para esse objetivo específico: Fundação Nacional de Artes - FUNARTE, Secretaria do Audio Visual - SAV, Secretaria de Cidadania e Diversidade Cultural - SCDC e Secretaria de Economia Criativa e Fomento Cultural - SEFIC";"42000 - Ministério da Cultura";
2024;"5125";"1312";"0511";"Preservar e difundir a diversidade de memórias e patrimônios culturais brasileiros";"Preservar e difundir a diversidade de memórias e patrimônios culturais brasileiros. Este objetivo específico é voltado a temáticas relativas à memória e ao patrimônio cultural brasileiro. Unidades com Entregas planejadas para esse objetivo específico: Fundação Biblioteca Nacional - FBN, Fundação Cultural Palmares - FCP, Fundação Casa de Rui Barbosa - FCRB, Instituto Brasileiro de Museus - IBRAM, e Instituto do Patrimônio Histórico e Artístico Nacional - IPHAN.";"42000 - Ministério da Cultura";
2024;"5125";"1312";"0512";"Promover e preservar a diversidade cultural, as expressões e os saberes artísticos e culturais, a democratização de bens e serviços culturais, com acessibilidade e atenção a recortes por territórios.";"Promover e preservar a diversidade cultural, as expressões e os saberes artísticos e culturais, a democratização de bens e serviços culturais, com acessibilidade e atenção a recortes por territórios. Este objetivo específico é voltado a temáticas relativas à democratização, à difusão cultural e ao acesso à cultura. Unidades com Entregas planejadas para esse objetivo específico: Fundação Cultural Palmares - FCP, Secretaria de Cidadania e Diversidade Cultural - SCDC, Fundação Casa de Rui Barbosa - FCRB e Fundação Nacional de Artes - FUNARTE.";"42000 - Ministério da Cultura";
2024;"5125";"1312";"0521";"Fomentar a formação, a fruição, a produção artística e cultural, a pesquisa, a memória e a inovação nos ambientes educacionais e culturais formais e informais, com atenção às premissas de descentralização, territorialização e diversidade de gênero e raça.";"Fomentar a formação, a fruição, a produção artística e cultural, a pesquisa, a memória e a inovação nos ambientes educacionais e culturais formais e informais, com atenção às premissas de descentralização, territorialização e diversidade de gênero e raça. Este objetivo específico é voltado a temáticas concernentes à relação entre a cultura e a educação. Unidades com Entregas planejadas para esse objetivo específico: Fundação Cultural Rui Barbosa - FCRB, Secretaria do Audio Visual - SAV, Secretaria de Espaços e Equipamentos Culturais - SEEC e Fundação Nacional de Artes - FUNARTE.";"42000 - Ministério da Cultura";
2024;"5816";"1313";"0193";"Prevenir e enfrentar a violência contra crianças e adolescentes, com ênfase na violência letal, sexual, doméstica e no trabalho infantil.";"Ações que visem prevenir e enfrentar a violência contra crianças e adolescentes, com ênfase na violência letal, sexual, doméstica e no trabalho infantil.";"81000 - Ministério dos Direitos Humanos e da Cidadania";
2024;"5816";"1313";"0190";"Aprimorar o Sistema de Garantia de Direitos para promoção, proteção, defesa e controle social dos direitos humanos e da cidadania de crianças e adolescentes";"Ações que visam aprimorar o Sistema de Garantia de Direitos para promoção, proteção, defesa e controle social dos direitos humanos e da cidadania de crianças e adolescentes.";"81000 - Ministério dos Direitos Humanos e da Cidadania";
2024;"5816";"1313";"0191";"Ampliar a promoção, proteção e defesa dos direitos humanos e fundamentais de adolescentes e jovens em programas de atendimento socioeducativo e pós-atendimento socioeducativo.";"Desenvolvimento de ações que visem a ampliação da promoção, proteção e defesa dos direitos humanos e fundamentais de adolescentes e jovens em programas atendimento socioeducativo e pós-atendimento socioeducativo.";"81000 - Ministério dos Direitos Humanos e da Cidadania";
2024;"5816";"1313";"0192";"Proteger crianças e adolescentes ameaçados de morte.";"Ações de proteção à crianças e adolescentes ameaçadas de morte.";"81000 - Ministério dos Direitos Humanos e da Cidadania";
2024;"5816";"1313";"0196";"Desenvolver ações intersetoriais para fortalecer a convivência familiar e comunitária e evitar o afastamento de crianças e adolescentes de suas famílias, principalmente na primeira infância, integrando os programas de promoção de direitos";"Desenvolvimento de ações intersetoriais para evitar o afastamento de crianças e adolescentes de suas famílias, principalmente na primeira infância, integrando os programas de promoção de direitos.";"81000 - Ministério dos Direitos Humanos e da Cidadania";
2024;"5814";"1314";"0224";"Promover a dignidade e a cidadania da população em situação de rua.";"Promover o acesso à moradia e aos demais direitos humanos das pessoas em situação de rua com vistas à superação desta condição, com valorização da autonomia, partindo da implementação de políticas públicas intersetoriais e transversais e das diretrizes contidas na Política Nacional para a População em Situação de Rua (PNPSR).";"81000 - Ministério dos Direitos Humanos e da Cidadania";
2024;"5814";"1314";"0227";"Promover o acesso de pessoas em situação crônica de rua à moradia com apoio de equipe multidisciplinar por meio do Programa Nacional Moradia Primeiro.";"Promover condições e oportunidades para superação da situação crônica de rua por meio do Programa Moradia Primeiro.";"81000 - Ministério dos Direitos Humanos e da Cidadania";
2024;"5811";"1315";"0199";"Aprimorar a gestão pública para garantir a plena participação social e o exercício da cidadania das pessoas com deficiência, tendo como referência o Eixo 1 do Plano Viver Sem Limite 2.";"Aprimoramento da gestão pública para garantir a plena participação social e o exercício da cidadania das pessoas com deficiência.";"81000 - Ministério dos Direitos Humanos e da Cidadania";
2024;"5811";"1315";"0200";"Realizar o enfrentamento à violência e à discriminação contra pessoas com deficiência, tendo como referência o Eixo 2 do Plano Viver Sem Limites 2.";"Realização do enfrentamento à violência e à discriminação contra pessoas com deficiência (Eixo VSL-2 de Enfrentamento à Violência e ao Capacitismo)";"81000 - Ministério dos Direitos Humanos e da Cidadania";
2024;"5811";"1315";"0202";"Promover a Acessibilidade Universal e o acesso à Tecnologia Assistiva, tendo como referência o Eixo 3 do Plano Viver Sem Limites 2";"Ações de promoção da Acessibilidade Universal e o acesso à Tecnologia Assistiva (Eixo VSL-2 de promoção à acessibilidade universal e ao acesso à tecnologia assistiva)";"81000 - Ministério dos Direitos Humanos e da Cidadania";
